Date,High,Low,Open,Close,Volume,Adj Close
2000-01-03,63.928531646728516,62.65351867675781,63.51341247558594,62.92038345336914,1296000.0,31.3576602935791
2000-01-04,62.38665771484375,61.200599670410156,61.67502212524414,61.200599670410156,2073600.0,30.50056266784668
2000-01-05,63.18724822998047,61.05234146118164,61.289554595947266,63.18724822998047,3653200.0,31.490642547607422
2000-01-06,67.13088989257812,62.861080169677734,63.09829330444336,64.9663314819336,4885500.0,32.377288818359375
2000-01-07,66.86402893066406,65.47040557861328,65.94483184814453,66.41925811767578,3469200.0,33.10139083862305
2000-01-10,66.38960266113281,64.64016723632812,66.06343841552734,64.72911834716797,1707300.0,32.25906753540039
2000-01-11,64.49191284179688,63.780277252197266,63.80992889404297,64.1064453125,1343200.0,31.94875717163086
2000-01-12,65.7076187133789,63.80992889404297,64.1064453125,65.35179901123047,3209100.0,32.56939697265625
2000-01-13,66.09308624267578,64.75877380371094,64.75877380371094,65.47040557861328,2186600.0,32.628501892089844
2000-01-14,66.38960266113281,65.025634765625,65.47040557861328,65.94483184814453,2217800.0,32.86494827270508
2000-01-18,65.5890121459961,61.64537048339844,65.47040557861328,61.823280334472656,2656000.0,30.81090545654297
2000-01-19,63.18724822998047,60.84477996826172,62.26805114746094,61.289554595947266,2812000.0,30.54490089416504
2000-01-20,61.40816116333008,58.354061126708984,61.40816116333008,59.68096160888672,2608800.0,29.743215560913086
2000-01-21,59.036041259765625,56.69357681274414,58.591270446777344,57.93893814086914,3664000.0,28.87502670288086
2000-01-24,60.01454162597656,57.31625747680664,58.82848358154297,59.92558670043945,2639600.0,29.865129470825195
2000-01-25,60.07384490966797,56.81218338012695,59.92558670043945,57.90928649902344,2975800.0,28.860261917114258
2000-01-26,59.036041259765625,56.69357681274414,57.879634857177734,57.52381896972656,2580300.0,28.668174743652344
2000-01-27,59.06569290161133,55.9819450378418,58.354061126708984,56.486019134521484,3089300.0,28.150959014892578
2000-01-28,56.66392517089844,54.23250961303711,56.574974060058594,54.440067291259766,3281200.0,27.131305694580078
2000-01-31,55.3592643737793,53.78773498535156,54.55867385864258,55.27030944824219,2186000.0,27.54508399963379
2000-02-01,57.256954193115234,54.91448974609375,55.151702880859375,56.87148666381836,2265800.0,28.34305763244629
2000-02-02,56.69357681274414,53.75808334350586,56.45636749267578,54.617977142333984,2853900.0,27.2199764251709
2000-02-03,55.03309631347656,53.75808334350586,54.855186462402344,54.55867385864258,2287600.0,27.19040870666504
2000-02-04,55.09239959716797,52.898193359375,55.03309631347656,53.22435760498047,1822300.0,26.52543067932129
2000-02-07,53.728431701660156,52.60167694091797,53.60982894897461,52.898193359375,2215300.0,26.362886428833008
2000-02-08,53.84703826904297,52.54237365722656,53.84703826904297,52.9278450012207,1770700.0,26.37767219543457
2000-02-09,53.580177307128906,51.23771286010742,53.13540267944336,51.38596725463867,2501300.0,25.6092472076416
2000-02-10,51.593528747558594,50.11095428466797,51.504573822021484,50.259212493896484,2352900.0,25.047704696655273
2000-02-11,51.11910629272461,49.34001922607422,50.19990921020508,50.170257568359375,2152400.0,25.003366470336914
2000-02-14,51.23771286010742,49.102806091308594,50.05165100097656,50.19990921020508,3123300.0,25.018144607543945
2000-02-15,52.15690612792969,50.05165100097656,50.259212493896484,51.6824836730957,3978400.0,25.757017135620117
2000-02-16,51.949344635009766,50.58538055419922,51.65283203125,50.881893157958984,1846800.0,25.358020782470703
2000-02-17,51.593528747558594,50.170257568359375,51.23771286010742,51.089454650878906,1702200.0,25.461463928222656
2000-02-18,51.089454650878906,48.86559295654297,51.089454650878906,49.69583511352539,2098000.0,24.766929626464844
2000-02-22,54.58832550048828,49.69583511352539,49.69583511352539,54.1435546875,2638100.0,26.983539581298828
2000-02-23,54.084251403808594,52.18655776977539,53.66912841796875,52.54237365722656,2194000.0,26.1855525970459
2000-02-24,52.216209411621094,49.1324577331543,52.18655776977539,51.089454650878906,1744600.0,25.461463928222656
2000-02-25,51.089454650878906,49.8144416809082,51.089454650878906,50.19990921020508,1538600.0,25.018144607543945
2000-02-28,52.36446762084961,48.86559295654297,49.399322509765625,51.0301513671875,2441800.0,25.431901931762695
2000-02-29,51.949344635009766,49.7551383972168,51.0301513671875,51.47492218017578,1957700.0,25.653575897216797
2000-03-01,51.593528747558594,48.5690803527832,51.53422546386719,49.04350280761719,2018000.0,24.44182586669922
2000-03-02,48.62838363647461,46.78999328613281,48.391170501708984,47.20511245727539,2689500.0,23.525619506835938
2000-03-03,53.461570739746094,48.391170501708984,48.86559295654297,52.06795120239258,4051400.0,25.94911766052246
2000-03-06,52.8685417175293,48.5394287109375,52.54237365722656,49.42897415161133,2974100.0,24.633934020996094
2000-03-07,48.687686920166016,45.218467712402344,47.916748046875,45.54463195800781,4333000.0,22.69809341430664
2000-03-08,47.41267395019531,43.64693832397461,46.16731262207031,46.55278015136719,4716600.0,23.200531005859375
2000-03-09,46.13766098022461,44.595787048339844,45.30741882324219,45.485328674316406,2718400.0,22.66852569580078
2000-03-10,47.2644157409668,45.07020950317383,45.63358688354492,46.49347686767578,2065600.0,23.170970916748047
2000-03-13,48.03535461425781,45.09986114501953,45.15916442871094,47.3237190246582,2117200.0,23.584733963012695
2000-03-14,47.50162887573242,46.0190544128418,47.38302230834961,46.13766098022461,1959100.0,22.99363899230957
2000-03-15,50.52607727050781,46.374874114990234,46.374874114990234,50.52607727050781,3358500.0,25.180688858032227
2000-03-16,53.22435760498047,48.5097770690918,50.407470703125,53.105751037597656,4397300.0,26.466337203979492
2000-03-17,53.105751037597656,49.8144416809082,53.105751037597656,50.52607727050781,2913300.0,25.180688858032227
2000-03-20,52.18655776977539,50.52607727050781,51.23771286010742,51.23771286010742,1840100.0,25.535354614257812
